"id zanra","zanr"
"12540","Catholic Church -- Doctrines -- Early works to 1800"
"41407","Catholic Church -- Apologetic works -- Early works to 1800"
"5988","Latin poetry -- Translations into English"
"6294","Fables, Latin -- Translations into English"
"6848","Metamorphosis -- Mythology -- Poetry"
"9021","Mythology, Classical -- Poetry"
"7425","Anthony, Susan B. (Susan Brownell), 1820-1906"
"4180","Folklore -- Philippines"
"4182","Tales -- Philippines"
"6526","Apocryphal books (Old Testament)"
"18450","Adam (Biblical figure)"
"18451","Eve (Biblical figure)"
"3262","Heraldry -- Great Britain"
"7100","Middle West -- Fiction"
"10151","Philippines"
"89","Military art and science"
"4862","War"
"2420","Rome -- History -- Empire, 30 B.C.-476 A.D."
"2421","Byzantine Empire -- History -- To 527"
"7908","Knowledge, Theory of -- Early works to 1800"
"471","Conduct of life"
"1670","New Thought"
"96","Franklin, Benjamin, 1706-1790"
"97","Statesmen -- United States -- Biography"
"13170","Formulas, recipes, etc."
"13869","Etiquette for women"
"20940","Etiquette -- United States -- Handbooks, manuals, etc."
"4225","Children's literature -- Periodicals"
"414","United States -- Politics and government"
"415","United States -- Social conditions"
"10561","Democracy -- United States"
"1149","Germanic peoples -- Early works to 1800"
"3592","Cooking, Roman -- Early works to 1800"
"14827","Cookbooks"
"166","Philosophy"
"50","Communism"
"4554","Zionism"
"6408","Herzl, Theodor, 1860-1904"
"15088","Zionists -- Austria -- Biography"
"16811","Bible -- Illustrations"
"803","Voyages and travels"
"833","Asia -- Description and travel -- Early works to 1800"
"9055","Mongols -- History"
"15600","Polo, Marco, 1254-1323?"
"13251","Future life"
"38444","Incantations, Egyptian"
"4842","Hell -- Poetry"
"6322","Enslaved persons -- United States -- Biography"
"9092","Equiano, Olaudah, 1745-1797"
"9093","Enslaved persons -- Great Britain -- Biography"
"19704","Portuguese literature -- History and criticism"
"2000","Subconsciousness"
"4130","Psychoanalysis"
"8256","Symbolism (Psychology)"
"36717","Libido (Psychology)"
"36718","Mother and child"
"1104","Jews -- History"
"485","Mythology, Classical"
"823","United States -- Politics and government -- 1775-1783"
"2746","Monarchy -- Early works to 1800"
"653","Christianity -- Controversial literature"
"2732","Incas"
"9885","Peru -- History -- To 1548"
"25499","Dexter, Timothy, 1747-1806"
"25500","Newburyport (Mass.) -- Biography"
"12130","Tagalog language -- Texts"
"14145","Catholic Church -- Catechisms -- Tagalog"
"14146","Catholic Church -- Catechisms -- Spanish"
"14147","Block books -- Facsimiles"
"2784","Russia -- Social life and customs -- Drama"
"5179","Russian drama -- Translations into English"
"18198","Authors, Russian -- 19th century -- Drama"
"23696","Cebuano language -- Dictionaries -- English"
"5221","Socrates, 470 BC-399 BC"
"6384","Rhetoric -- Early works to 1800"
"7448","Love -- Early works to 1800"
"7732","Rhetoric, Ancient"
"18214","Soul -- Early works to 1800"
"18215","Lysias"
"13","Poetry"
"2151","Philippines -- History"
"3686","Folklore -- India"
"12220","Omens"
"21200","Superstition -- India, South"
"21201","Occultism -- India, South"
"21202","Dravidians -- Folklore"
"1033","Epic poetry"
"3712","Sanskrit poetry -- Translations into English"
"17245","Hinduism -- Sacred books"
"24","Nebraska -- Fiction"
"148","Frontier and pioneer life -- Nebraska -- Fiction"
"2677","Farm life -- Fiction"
"2680","Women immigrants -- Fiction"
"2682","Farmers' spouses -- Fiction"
"2683","Czech Americans -- Fiction"
"18","English language -- Synonyms and antonyms"
"1922","Folklore -- Arab countries"
"12155","Fairy tales -- Arab countries"
"5568","Odysseus, King of Ithaca (Mythological character)"
"32668","Epic poetry, Greek -- Translations into Spanish"
"5505","Dorset (England) -- Fiction"
"5519","Architects -- Fiction"
"11251","Church architecture -- Conservation and restoration -- Fiction"
"11252","Heraldry -- Fiction"
"4781","Prisons -- Poetry"
"6498","Milton, John, 1608-1674"
"37292","Milton, John, 1608-1674 -- Adaptations"
"6045","God (Christianity) -- Worship and love"
"6046","Spirituality"
"3127","Singing -- Methods"
"4582","Spanish language -- Readers"
"14714","Gawain (Legendary character) -- Romances"
"14834","Taboo"
"21945","Neuroses"
"21946","Ethnopsychology"
"21947","Totemism"
"4297","Chinese fiction -- Ming dynasty, 1368-1644"
"6158","Erotic literature, Chinese"
"407","French poetry -- Translations into English"
"16797","Hugo, Victor, 1802-1885 -- Translations into English"
"570","Songs, Scots -- Scotland -- Texts"
"2803","Scotland -- Poetry"
"48","Science -- Methodology"
"18203","Methodology"
"6283","Conduct of life -- Early works to 1800"
"13945","Ethics, Ancient"
"26517","Kingdom of God -- Early works to 1800"
"228","Success"
"9740","Success in business"
"12061","Euclid's Elements"
"12062","Mathematics, Greek"
"332","Philosophy and religion"
"7926","Happiness"
"4697","Encyclopedias and dictionaries"
"151","Mississippi River -- Description and travel"
"152","Mississippi River Valley -- Social life and customs -- 19th century"
"4958","Authors, American -- 19th century -- Biography"
"5574","Pilots and pilotage -- Mississippi River"
"5575","Twain, Mark, 1835-1910 -- Travel -- Mississippi River"
"34390","Young women -- Poetry"
"34391","Catholics -- England -- Poetry"
"13834","Bible. Daniel -- Prophecies"
"13835","Bible. Revelation -- Prophecies"
"2548","Chesterton, G. K. (Gilbert Keith), 1874-1936"
"6493","Song, Shangjie, 1901-1944 -- Diaries"
"6494","Evangelists -- China -- Biography"
"6495","China -- Church history -- 20th century"
"24812","English language -- England -- London -- Slang -- Dictionaries"
"24813","English language -- Dialects -- England -- London -- Glossaries, vocabularies, etc."
"24814","London (England) -- Languages -- Dictionaries"
"2360","Flowers -- Poetry"
"19052","Flower language"
"7024","English language -- Terms and phrases"
"5832","Defoe, Daniel, 1661?-1731. Robinson Crusoe -- Illustrations"
"1139","Human beings"
"3864","Alexander, the Great, 356 B.C.-323 B.C."
"6205","Iran -- History -- To 640"
"27357","India -- History -- To 324 B.C."
"2495","Schools -- Juvenile fiction"
"3006","Boarding schools -- Juvenile fiction"
"4134","Girls -- Juvenile fiction"
"4462","London (England) -- Juvenile fiction"
"11599","Cyrus, the Younger, approximately 423 B.C.-401 B.C."
"12653","Greece -- History -- Expedition of Cyrus, 401 B.C."
"1896","English language -- Slang -- Dictionaries"
"1567","Pepys, Samuel, 1633-1703 -- Diaries"
"1568","Cabinet officers -- Great Britain -- Diaries"
"1569","Diarists -- Great Britain -- Diaries"
"1570","Great Britain -- Social life and customs -- 17th century -- Sources"
"17515","Great Britain -- History -- Charles II, 1660-1685 -- Sources"
"1949","Rome -- History -- Empire, 30 B.C.-284 A.D."
"17442","Emperors -- Rome -- Biography -- Early works to 1800"
"1268","English language -- Dictionaries -- German"
"1269","German language -- Dictionaries -- English"
"200","Heroes"
"18324","Hero worship"
"1097","Mythology"
"6721","Demonology"
"17237","Nietzsche, Friedrich Wilhelm, 1844-1900"
"17238","Philosophers -- Germany -- Biography"
"1677","Chess"
"582","Business"
"19629","Occupations"
"9497","Constitutional history -- United States -- Sources"
"9498","Constitutional law -- United States"
"6052","Saijinhua, 1874-1936 -- Fiction"
"3434","Botany, Medical"
"20391","Materia medica, Vegetable"
"28713","Medicinal plants -- England"
"28714","Botany, Medical -- England"
"28715","Herbs -- Therapeutic use"
"28716","Medicinal plants"
"1746","Pessimism"
"5353","Proverbs"
"18989","Waterloo, Battle of, Waterloo, Belgium, 1815"
"29581","Great Britain. Army -- Registers"
"4198","Fairy tales -- Denmark"
"4199","Children's stories, Danish -- Translations into English"
"41526","Orchids -- New England"
"433","Generals -- United States -- Biography"
"521","Grant, Ulysses S. (Ulysses Simpson), 1822-1885"
"522","United States -- History -- Civil War, 1861-1865 -- Campaigns"
"523","Mexican War, 1846-1848 -- Personal narratives"
"690","Presidents -- United States -- Biography"
"8821","United States. Army -- Biography"
"6349","Architecture -- Early works to 1800"
"5878","Enslaved women -- United States -- Biography"
"14402","Enslaved persons -- United States -- Social conditions"
"16144","Jacobs, Harriet A. (Harriet Ann), 1813-1897"
"133","Aeneas (Legendary character) -- Poetry"
"134","Legends -- Rome -- Poetry"
"135","Epic poetry, Latin -- Translations into English"
"316","Project Gutenberg"
"25324","Hart, Michael, 1947-2011"
"7352","Maxims"
"1679","Wealth"
"22739","Inquisition -- Spain"
"10466","Nursery rhymes, English"
"19371","Oral tradition -- England"
"3349","London (England) -- Description and travel"
"25288","London (England) -- History -- 16th century -- Sources"
"25289","London (England) -- Surveys"
"429","Folklore"
"2328","Fables"
"4955","Aesop's fables -- Adaptations"
"2998","Americans -- England -- Fiction"
"392","West (U.S.) -- Description and travel"
"2063","Hawaii -- Description and travel"
"17973","Twain, Mark, 1835-1910 -- Travel -- West (U.S.)"
"17974","Authors, American -- Homes and haunts -- West (U.S.)"
"17975","West (U.S.) -- Intellectual life -- 19th century"
"5501","Peace"
"1739","Australia -- Juvenile fiction"
"5708","Questions and answers -- Periodicals"
"3912","Canada -- Biography"
"32692","Canada -- Biography -- Dictionaries"
"1402","Chaucer, Geoffrey, -1400"
"8842","Christian pilgrims and pilgrimages -- Poetry"
"10341","English poetry -- Middle English, 1100-1500"
"17366","Christian converts from Judaism -- Biography"
"17367","Missions to Jews"
"315","Belief and doubt"
"4975","Anatomy, Surgical and topographical -- Atlases"
"4976","Surgery -- Atlases"
"4977","Surgery, Operative -- Atlases"
"41510","Short stories -- 20th century -- Bibliography"
"41511","Short stories -- 20th century -- Indexes"
"15272","Will"
"22783","Idea (Philosophy)"
"16138","French fiction -- 20th century"
"8937","Soldiers -- Great Britain -- Biography"
"41286","World War, 1914-1918 -- Registers of dead -- Great Britain"
"4491","Buddhism"
"4949","Theravada Buddhism -- Sacred texts"
"27202","Norwegians -- United States"
"4013","African Americans -- History -- 1877-1964"
"4045","Lynching -- United States"
"4046","Lynching -- United States -- Statistics"
"3724","Short stories, Bengali -- Translations into English"
"3725","Tagore, Rabindranath, 1861-1941 -- Translations into English"
"20109","English language -- Textbooks for foreign speakers -- Indic"
"512","Devotional literature"
"5972","England -- Social life and customs -- 20th century -- Fiction"
"17894","Upper class families -- England -- Fiction"
"1329","Criticism"
"1954","Wordsworth, William, 1770-1850. Lyrical ballads"
"6336","Chinese fiction -- History and criticism"
"1099","Rites and ceremonies"
"10163","Religion -- Philosophy"
"19275","Cults"
"2213","Philosophy, Chinese"
"18487","Taoism -- Sacred books"
"28573","Sainte Ligue (1576-1593)"
"28574","France -- History -- Wars of the Huguenots, 1562-1598"
"29852","Dante Alighieri, 1265-1321 -- Adaptations"
"32497","Epic poetry, Italian -- Adaptations"
"628","Etiquette"
"10691","Tales -- India -- Bengal"
"22810","Bengali (South Asian people) -- Folklore"
"5911","Melancholy -- Early works to 1800"
"32306","Names, Personal -- German"
"845","France -- Description and travel"
"5693","France -- Guidebooks"
"19010","English language -- Old English, ca. 450-1100 -- Dictionaries"
"1146","Casanova, Giacomo, 1725-1798"
"9620","Europe -- History -- 18th century -- Biography"
"3564","Treasure troves -- Juvenile fiction"
"11819","Islands of the Pacific -- Juvenile fiction"
"8849","Coffee"
"8850","Coffee Industry"
"8851","Drinking customs"
"4932","Mythology, Norse"
"12927","Scalds and scaldic poetry"
"7264","National characteristics -- Juvenile fiction"
"6726","Utilitarianism"
"32543","Rajput (Indic people) -- History"
"32544","Rajasthan (India) -- History"
"3027","Miners -- Fiction"
"4075","Strikes and lockouts -- Fiction"
"12469","Mines and mineral resources -- Colorado -- Fiction"
"227","Maine -- Fiction"
"15111","Lumber trade -- Fiction"
"270","Natural history"
"474","Beagle Expedition (1831-1836)"
"475","Geology"
"17302","Voyages around the world -- History -- 19th century"
"17303","South America -- Discovery and exploration"
"8644","Mechanics -- Early works to 1800"
"8645","Celestial mechanics -- Early works to 1800"
"11824","Portuguese poetry -- Classical period, 1500-1700"
"18977","Gama, Vasco da, 1469-1524 -- Poetry"
"18978","Explorers -- Portugal -- Poetry"
"18979","India -- Discovery and exploration -- Poetry"
"18980","Portugal -- Colonies -- Asia -- Poetry"
"18982","Epic poetry, Portuguese"
"6328","Utopias -- Early works to 1800"
"31640","French poetry -- 20th century"
"36221","Arts -- Philosophy"
"36222","Arts and morals"
"2623","Murderers -- Fiction"
"12980","Avarice -- Fiction"
"18492","Dentists -- Fiction"
"2027","Readers"
"7449","Ethics -- Early works to 1800"
"22906","Japanese poetry"
"6785","World War, 1914-1918 -- Naval operations"
"31114","Q-ships"
"2718","Wishes -- Fiction"
"3551","Witches -- Fiction"
"9738","Painters -- Fiction"
"28567","Orange County (N.Y.) -- History"
"5005","Paris (France) -- Description and travel"
"7306","Paris (France) -- History"
"2216","Rome (Italy) -- Description and travel"
"3673","English wit and humor, Pictorial"
"22867","Golf -- Humor"
"13804","Shakespeare, William, 1564-1616 -- Tragedies"
"4278","Novels in verse"
"4828","Marriage -- Fiction"
"2595","Police -- England -- Fiction"
"2596","Jewelry theft -- Fiction"
"2597","East Indians -- England -- Fiction"
"7508","Mystery fiction"
"2004","Folklore -- Scandinavia"
"4844","Denmark -- History -- To 1241"
"18195","Country life -- Russia -- Drama"
"18196","Families -- Russia -- Drama"
"3516","Catholics -- Fiction"
"3517","Brown, Father (Fictitious character) -- Fiction"
"3300","Russia -- Fiction"
"16803","Peasants -- Russia -- Fiction"
"2983","Educational psychology"
"14539","Thought and thinking"
"3011","Leonardo, da Vinci, 1452-1519 -- Notebooks, sketchbooks, etc."
"4315","Louisiana -- Fiction"
"2770","Magic -- History"
"21259","Spiritual life -- Catholic Church -- Early works to 1800"
"30697","Meditations -- Early works to 1800"
"2432","Celts -- Folklore"
"3768","Celts -- Religion"
"3769","Mythology, Celtic"
"15421","Fairies"
"14270","Bible -- Chronology"
"14271","History, Ancient -- Chronology"
"26215","Magic -- Malay Peninsula"
"26216","Malays (Asian people) -- Folklore"
"26217","Malays (Asian people) -- Social life and customs"
"4914","Cowboys -- Fiction"
"4915","Cattle stealing -- Fiction"
"4916","Vigilantes -- Fiction"
"4917","Wyoming -- Fiction"
"1211","Rome -- History"
"2117","Rizal, José, 1861-1896"
"12960","Philippines -- Biography"
"920","Argonauts (Greek mythology)"
"2277","Jason -- (Mythological character)"
"2456","Medea, consort of Aegeus, King of Athens (Mythological character)"
"476","Voyages around the world"
"10413","Twain, Mark, 1835-1910 -- Travel"
"10414","Equator -- Description and travel"
"5044","Jews -- Italy -- Drama"
"5045","Moneylenders -- Drama"
"4176","Tales -- China"
"4177","Mythology, Chinese"
"4178","Legends -- China"
"807","Biographical fiction"
"821","Cyrus, King of Persia, -529 B.C. -- Fiction"
"9626","Education of princes -- Fiction"
"925","African Americans -- Biography"
"10254","Enslaved persons' writings, American"
"20236","Northup, Solomon, 1808-1863?"
"20237","Plantation life -- Louisiana -- History -- 19th century"
"20238","Slavery -- Louisiana -- History -- 19th century"
"10084","Journalism"
"1027","White Horse, Vale of (England) -- Poetry"
"2551","Alfred, King of England, 849-899 -- Poetry"
"2552","Great Britain -- History -- Alfred, 871-899 -- Poetry"
"2553","Historical poetry"
"2554","Christian poetry"
"57","Civil disobedience"
"7910","Government, Resistance to"
"345","Great Britain -- History -- Anglo-Saxon period, 449-1066 -- Sources"
"6971","Anglo-Saxons -- Early works to 1800"
"1448","Rousseau, Jean-Jacques, 1712-1778"
"5952","Authors, French -- 18th century -- Biography"
"5168","Great Britain -- History -- Victoria, 1837-1901"
"5673","Victoria, Queen of Great Britain, 1819-1901 -- Correspondence"
"5681","Great Britain -- Politics and government -- 1837-1901"
"5682","Europe -- Politics and government -- 1848-1871"
"5683","Great Britain -- History -- Victoria, 1837-1901 -- Sources"
"9","World politics -- Handbooks, manuals, etc."
"10","Geography -- Handbooks, manuals, etc."
"7965","Political science -- Handbooks, manuals, etc."
"7966","Political statistics -- Handbooks, manuals, etc."
"6223","Chinese fiction"
"264","American poetry -- African American authors"
"5508","Atonement -- Fiction"
"9396","Merchant marine -- Officers -- Fiction"
"9397","British -- Indonesia -- Fiction"
"9398","Cowardice -- Fiction"
"9399","Indonesia -- Fiction"
"657","Johnson, Samuel, 1709-1784"
"4208","Lexicographers -- Great Britain -- Biography"
"13893","Critics -- Great Britain -- Biography"
"12230","English language -- Dictionaries -- Spanish"
"12231","English language -- Dictionaries -- Tagalog"
"12232","English language -- Dictionaries -- Polyglot"
"3685","Teenage girls -- Juvenile fiction"
"41541","Nantucket (Mass.) -- Juvenile fiction"
"41542","Clipper ships -- Juvenile fiction"
"29124","Latin language -- Idioms"
"29125","Latin language -- Terms and phrases"
"2607","Grandparent and child -- Fiction"
"2608","Antique dealers -- Fiction"
"2609","Grandfathers -- Fiction"
"2610","Gamblers -- Fiction"
"15941","Adventure stories, French"
"3200","Suspense fiction"
"18542","Newlyweds -- Fiction"
"12164","Mexico -- History -- Conquest, 1519-1540"
"21448","Women -- Great Britain -- Biography"
"34652","Ormerod, Eleanor A. (Eleanor Anne), 1828-1901"
"34653","Entomologists -- Great Britain -- Biography"
"438","Rowlandson, Mary White, approximately 1635-1711"
"440","King Philip's War, 1675-1676"
"441","Lancaster (Mass.) -- History -- Colonial period, ca. 1600-1775"
"10288","Massachusetts -- Biography"
"18364","Indian captivities -- Massachusetts"
"2679","Women farmers -- Fiction"
"4681","Chinese poetry -- Tang dynasty, 618-907"
"4292","Chinese fiction -- Qing dynasty, 1644-1912"
"1993","Home economics"
"3433","Cooking, English"
"3151","Ballads, English -- West (U.S.)"
"3152","Cowboys -- Songs and music"
"3153","Folk songs, English -- West (U.S.)"
"31429","Great Britain -- Biography -- Dictionaries"
"4283","Sonnets, English"
"6166","Collectors and collecting"
"10145","Rugs, Oriental"
"19865","Carpets"
"6665","Philippines -- History -- Sources"
"6666","Missions -- Philippines"
"6704","Philippines -- Discovery and exploration"
"6705","Demarcation line of Alexander VI"
"18216","Homer. Iliad"
"18217","Poetics -- History -- To 1500"
"18218","Aesthetics, Ancient"
"1037","Children's poetry"
"1771","Nursery rhymes"
"3384","Humorous poetry"
"4714","Alphabet rhymes"
"5841","Children's songs"
"14754","Birmingham (England) -- History -- Dictionaries"
